HLursAme2	DNA Zoo Consortium	none	Ursus americanus
HLursArc1	NCBI	GCA_003584765.1	Ursus arctos horribilis
HLursThi1	NCBI	GCA_009660055.1	Ursus thibetanus thibetanus
HLvicPac4	DNA Zoo Consortium	none	Vicugna pacos
HLvicPacHua3	NCBI	GCA_000767525.1	Vicugna pacos huacaya
HLvicVicMen1	NCBI	GCA_013265495.1	Vicugna vicugna mensalis
HLvomUrs1	NCBI	GCA_900497805.2	Vombatus ursinus
HLvulLag1	NCBI	GCA_004023825.1	Vulpes lagopus
HLvulVul1	NCBI	GCA_003160815.1	Vulpes vulpes
HLvulVul2	DNA Zoo Consortium	none	Vulpes vulpes
HLxerIna1	NCBI	GCA_004024805.1	Xerus inauris
HLzalCal1	NCBI	GCA_009762305.1	Zalophus californianus
HLzapHud1	NCBI	GCA_004024765.1	Zapus hudsonius
HLzipCav1	NCBI	GCA_004364475.1	Ziphius cavirostris
aotNan1	NCBI	GCF_000952055.2	Aotus nancymaae
balAcu1	NCBI	GCF_000493695.1	Balaenoptera acutorostrata scammoni
bisBis1	NCBI	GCF_000754665.1	Bison bison bison
bosTau9	NCBI	GCF_002263795.1	Bos taurus
canFam4	NCBI	GCA_011100685.1	Canis lupus familiaris
canFam5	NCBI	GCA_005444595.1	Canis lupus familiaris
cavApe1	NCBI	GCA_000688575.1	Cavia aperea
cavPor3	NCBI	GCF_000151735.1	Cavia porcellus
cebCap1	NCBI	GCF_001604975.1	Cebus capucinus imitator
cerAty1	NCBI	GCF_000955945.1	Cercocebus atys
cerSim1	NCBI	GCF_000283155.1	Ceratotherium simum simum
chiLan1	NCBI	GCF_000276665.1	Chinchilla lanigera
chlSab2	NCBI	GCF_000409795.2	Chlorocebus sabaeus
chrAsi1	NCBI	GCF_000296735.1	Chrysochloris asiatica
colAng1	NCBI	GCF_000951035.1	Colobus angolensis palliatus
conCri1	NCBI	GCF_000260355.1	Condylura cristata
dasNov3	NCBI	GCF_000208655.1	Dasypus novemcinctus
dipOrd2	NCBI	GCF_000151885.1	Dipodomys ordii
echTel2	NCBI	GCF_000313985.1	Echinops telfairi
eleEdw1	NCBI	GCF_000299155.1	Elephantulus edwardii
enhLutKen1	NCBI	GCF_002288905.1	Enhydra lutris kenyoni
enhLutNer1	NCBI	GCA_006410715.1	Enhydra lutris nereis
eptFus1	NCBI	GCF_000308155.1	Eptesicus fuscus
equCab3	NCBI	GCF_002863925.1	Equus caballus
equPrz1	NCBI	GCF_000696695.1	Equus przewalskii
eriEur2	NCBI	GCF_000296755.1	Erinaceus europaeus
eulFla1	NCBI	GCA_001262665.1	Eulemur flavifrons
eulMac1	NCBI	GCA_001262655.1	Eulemur macaco
felCat9	NCBI	GCF_000181335.3	Felis catus
gorGor6	NCBI	GCF_008122165.1	Gorilla gorilla gorilla
hetGla2	NCBI	GCF_000247695.1	Heterocephalus glaber
jacJac1	NCBI	GCF_000280705.1	Jaculus jaculus
lepWed1	NCBI	GCF_000349705.1	Leptonychotes weddellii
lipVex1	NCBI	GCF_000442215.1	Lipotes vexillifer
macNem1	NCBI	GCF_000956065.1	Macaca nemestrina
manLeu1	NCBI	GCF_000951045.1	Mandrillus leucophaeus
manPen1	NCBI	GCA_000738955.1	Manis pentadactyla
mesAur1	NCBI	GCF_000349665.1	Mesocricetus auratus
micMur3	NCBI	GCF_000165445.2	Microcebus murinus
micOch1	NCBI	GCF_000317375.1	Microtus ochrogaster
mm10	NCBI	GCF_000001635.20	Mus musculus
mm39	NCBI	GCF_000001635.27	Mus musculus
monDom5	NCBI	GCF_000002295.2	Monodelphis domestica
myoBra1	NCBI	GCF_000412655.1	Myotis brandtii
myoDav1	NCBI	GCF_000327345.1	Myotis davidii
myoLuc2	NCBI	GCF_000147115.1	Myotis lucifugus
nanGal1	NCBI	GCF_000622305.1	Nannospalax galili
nasLar1	NCBI	GCA_000772465.1	Nasalis larvatus
neoSch1	NCBI	GCF_002201575.1	Neomonachus schauinslandi
ochPri3	NCBI	GCF_000292845.1	Ochotona princeps
octDeg1	NCBI	GCF_000260255.1	Octodon degus
odoRosDiv1	NCBI	GCF_000321225.1	Odobenus rosmarus divergens
oryAfe1	NCBI	GCF_000298275.1	Orycteropus afer afer
oryCun2	NCBI	GCF_000003625.2	Oryctolagus cuniculus
otoGar3	NCBI	GCF_000181295.1	Otolemur garnettii
panHod1	NCBI	GCF_000400835.1	Pantholops hodgsonii
panPan3	NCBI	GCF_013052645.1	Pan paniscus
panTig1	NCBI	GCF_000464555.1	Panthera tigris altaica
panTro6	NCBI	GCF_002880755.1	Pan troglodytes
phyCat1	NCBI	GCF_000472045.1	Physeter catodon
ponAbe3	NCBI	GCF_002880775.1	Pongo abelii
proCoq1	NCBI	GCF_000956105.1	Propithecus coquereli
pteAle1	NCBI	GCF_000325575.1	Pteropus alecto
ptePar1	NCBI	GCA_000465405.1	Pteronotus parnellii
rheMac10	NCBI	GCF_003339765.1	Macaca mulatta
rhiBie1	NCBI	GCF_001698545.1	Rhinopithecus bieti
rn6	NCBI	GCF_000001895.5	Rattus norvegicus
saiBol1	NCBI	GCF_000235385.1	Saimiri boliviensis boliviensis
sorAra2	NCBI	GCF_000181275.1	Sorex araneus
speTri2	NCBI	GCF_000236235.1	Ictidomys tridecemlineatus
susScr11	NCBI	GCF_000003025.6	Sus scrofa
tarSyr2	NCBI	GCF_000164805.1	Carlito syrichta
triMan1	NCBI	GCF_000243295.1	Trichechus manatus latirostris
tupBel1	NCBI	GCA_000181375.1	Tupaia belangeri
tupChi1	NCBI	GCF_000334495.1	Tupaia chinensis
ursMar1	NCBI	GCF_000687225.1	Ursus maritimus
vicPac2	NCBI	GCF_000164845.1	Vicugna pacos
