343	Skin - Sun Exposed (Lower leg)	OXRP	GTEX-OXRP-0126-SM-3NB32
344	Adipose - Subcutaneous	OXRP	GTEX-OXRP-0226-SM-3NB14
345	Thyroid	OXRP	GTEX-OXRP-0326-SM-33HBJ
346	Lung	OXRP	GTEX-OXRP-0526-SM-2I3EW
347	Esophagus - Mucosa	OXRP	GTEX-OXRP-0926-SM-48TC1
348	Muscle - Skeletal	OXRP	GTEX-OXRP-2326-SM-2S1NL
349	Artery - Tibial	OXRP	GTEX-OXRP-2426-SM-2S1NR
350	Nerve - Tibial	OXRP	GTEX-OXRP-2526-SM-2S1NO
351	Whole Blood	P44H	GTEX-P44H-0006-SM-2XCFB
352	Cells - Transformed fibroblasts	P44H	GTEX-P44H-0008-SM-48TDW
353	Brain - Frontal Cortex (BA9)	P44H	GTEX-P44H-0011-R10A-SM-2XCEK
354	Brain - Cerebellar Hemisphere	P44H	GTEX-P44H-0011-R11A-SM-2XCER
355	Brain - Hippocampus	P44H	GTEX-P44H-0011-R1A-SM-3NM8J
356	Brain - Amygdala	P44H	GTEX-P44H-0011-R4A-SM-2XCEW
357	Brain - Caudate (basal ganglia)	P44H	GTEX-P44H-0011-R5A-SM-2XCEX
358	Brain - Hypothalamus	P44H	GTEX-P44H-0011-R8A-SM-2XCEL
359	Skin - Sun Exposed (Lower leg)	P44H	GTEX-P44H-0226-SM-2XCEU
360	Adipose - Subcutaneous	P44H	GTEX-P44H-0326-SM-2XCES
361	Muscle - Skeletal	P44H	GTEX-P44H-0426-SM-2XCEZ
362	Nerve - Tibial	P44H	GTEX-P44H-0526-SM-2XCF1
363	Heart - Left Ventricle	P44H	GTEX-P44H-0726-SM-48TBT
364	Artery - Aorta	P44H	GTEX-P44H-1026-SM-3NM96
365	Lung	P44H	GTEX-P44H-1126-SM-48TBU
366	Brain - Cerebellum	P44H	GTEX-P44H-2426-SM-2XCEJ
367	Whole Blood	P4PP	GTEX-P4PP-0005-SM-2HMKX
368	Cells - Transformed fibroblasts	P4PP	GTEX-P4PP-0008-SM-48TDV
369	Skin - Sun Exposed (Lower leg)	P4PP	GTEX-P4PP-0126-SM-3LK69
370	Heart - Left Ventricle	P4PP	GTEX-P4PP-0326-SM-33HC4
371	Artery - Aorta	P4PP	GTEX-P4PP-0426-SM-3NM9H
372	Lung	P4PP	GTEX-P4PP-0526-SM-2HMKE
373	Esophagus - Mucosa	P4PP	GTEX-P4PP-0626-SM-3NM9X
374	Esophagus - Muscularis	P4PP	GTEX-P4PP-0726-SM-3NM9S
375	Spleen	P4PP	GTEX-P4PP-0926-SM-48TBZ
376	Pancreas	P4PP	GTEX-P4PP-1026-SM-3NM9O
377	Colon - Transverse	P4PP	GTEX-P4PP-1426-SM-3NM9L
378	Stomach	P4PP	GTEX-P4PP-1526-SM-3P61M
379	Muscle - Skeletal	P4PP	GTEX-P4PP-1626-SM-2HMJF
380	Nerve - Tibial	P4PP	GTEX-P4PP-1726-SM-2S1NS
381	Artery - Tibial	P4PP	GTEX-P4PP-1826-SM-2S1NT
382	Uterus	P4PP	GTEX-P4PP-2026-SM-3P61N
383	Ovary	P4PP	GTEX-P4PP-2426-SM-3P61L
384	Vagina	P4PP	GTEX-P4PP-2526-SM-3P61P
385	Artery - Coronary	P4PP	GTEX-P4PP-3026-SM-3P61O
386	Whole Blood	P4PQ	GTEX-P4PQ-0005-SM-2HMKJ
387	Cells - Transformed fibroblasts	P4PQ	GTEX-P4PQ-0008-SM-48TDX
388	Skin - Sun Exposed (Lower leg)	P4PQ	GTEX-P4PQ-0126-SM-2S1NM
389	Adipose - Subcutaneous	P4PQ	GTEX-P4PQ-0226-SM-2S1NK
390	Heart - Left Ventricle	P4PQ	GTEX-P4PQ-0326-SM-2HMJ8
391	Artery - Aorta	P4PQ	GTEX-P4PQ-0426-SM-3NMCI
392	Lung	P4PQ	GTEX-P4PQ-0526-SM-2HMKR
393	Esophagus - Mucosa	P4PQ	GTEX-P4PQ-0626-SM-3NMCU
394	Esophagus - Muscularis	P4PQ	GTEX-P4PQ-0726-SM-3NMCR
395	Pancreas	P4PQ	GTEX-P4PQ-1026-SM-3NMCN
396	Stomach	P4PQ	GTEX-P4PQ-1526-SM-3NMCK
397	Muscle - Skeletal	P4PQ	GTEX-P4PQ-1626-SM-2HMKK
398	Nerve - Tibial	P4PQ	GTEX-P4PQ-1726-SM-3NB15
399	Thyroid	P4PQ	GTEX-P4PQ-2626-SM-33HC9
400	Whole Blood	P4QR	GTEX-P4QR-0006-SM-2I5GN
401	Cells - Transformed fibroblasts	P4QR	GTEX-P4QR-0008-SM-48TE2
402	Adipose - Subcutaneous	P4QR	GTEX-P4QR-0426-SM-2S1NV
403	Muscle - Skeletal	P4QR	GTEX-P4QR-0726-SM-2I5GO
404	Lung	P4QR	GTEX-P4QR-1026-SM-2I5GP
405	Whole Blood	P4QS	GTEX-P4QS-0005-SM-2I3EY
406	Cells - Transformed fibroblasts	P4QS	GTEX-P4QS-0008-SM-48TDY
407	Adipose - Subcutaneous	P4QS	GTEX-P4QS-0226-SM-3NB1U
408	Heart - Left Ventricle	P4QS	GTEX-P4QS-0326-SM-2I3EU
409	Artery - Aorta	P4QS	GTEX-P4QS-0426-SM-3NMCQ
410	Lung	P4QS	GTEX-P4QS-0526-SM-2I3ET
411	Esophagus - Mucosa	P4QS	GTEX-P4QS-0626-SM-3NMD1
412	Esophagus - Muscularis	P4QS	GTEX-P4QS-0726-SM-3NMCZ
413	Spleen	P4QS	GTEX-P4QS-0926-SM-48TBS
414	Pancreas	P4QS	GTEX-P4QS-1026-SM-3NMCW
415	Kidney - Cortex	P4QS	GTEX-P4QS-1126-SM-3NMD5
416	Adrenal Gland	P4QS	GTEX-P4QS-1326-SM-3NMCD
417	Muscle - Skeletal	P4QS	GTEX-P4QS-1626-SM-2S1NH
418	Nerve - Tibial	P4QS	GTEX-P4QS-1726-SM-3NB1V
419	Artery - Tibial	P4QS	GTEX-P4QS-1826-SM-2S1NI
420	Prostate	P4QS	GTEX-P4QS-2026-SM-3NMCG
421	Testis	P4QS	GTEX-P4QS-2126-SM-3NMCF
422	Thyroid	P4QS	GTEX-P4QS-2626-SM-2I3EV
423	Cells - Transformed fibroblasts	P4QT	GTEX-P4QT-0008-SM-48TDZ
424	Skin - Sun Exposed (Lower leg)	P4QT	GTEX-P4QT-0126-SM-2I3FL
425	Adipose - Subcutaneous	P4QT	GTEX-P4QT-0226-SM-3LK68
426	Lung	P4QT	GTEX-P4QT-0526-SM-2I3EX
427	Esophagus - Mucosa	P4QT	GTEX-P4QT-0626-SM-3NMCP
428	Adrenal Gland	P4QT	GTEX-P4QT-1326-SM-3NMD3
429	Colon - Transverse	P4QT	GTEX-P4QT-1426-SM-3NMCX
430	Stomach	P4QT	GTEX-P4QT-1526-SM-3NMCT
431	Muscle - Skeletal	P4QT	GTEX-P4QT-1626-SM-2S1NP
432	Nerve - Tibial	P4QT	GTEX-P4QT-1726-SM-2S1NQ
433	Artery - Tibial	P4QT	GTEX-P4QT-1826-SM-2S1NJ
434	Uterus	P4QT	GTEX-P4QT-2026-SM-3NMCJ
435	Ovary	P4QT	GTEX-P4QT-2426-SM-3NMCL
436	Thyroid	P4QT	GTEX-P4QT-2626-SM-2I3FM
437	Whole Blood	P78B	GTEX-P78B-0005-SM-2I5GM
438	Cells - Transformed fibroblasts	P78B	GTEX-P78B-0008-SM-48TE1
439	Adipose - Subcutaneous	P78B	GTEX-P78B-0226-SM-3NB1Z
440	Heart - Left Ventricle	P78B	GTEX-P78B-0426-SM-2I5F5
441	Thyroid	P78B	GTEX-P78B-0526-SM-2I5F7
442	Artery - Tibial	P78B	GTEX-P78B-0726-SM-2S1O2
443	Artery - Aorta	P78B	GTEX-P78B-0826-SM-3NMCA
444	Lung	P78B	GTEX-P78B-0926-SM-2I5FA
445	Esophagus - Mucosa	P78B	GTEX-P78B-1026-SM-3NMC4
446	Esophagus - Muscularis	P78B	GTEX-P78B-1126-SM-3P615
447	Liver	P78B	GTEX-P78B-1326-SM-3P611
448	Muscle - Skeletal	P78B	GTEX-P78B-1626-SM-2S1O1
449	Colon - Transverse	P78B	GTEX-P78B-1726-SM-3P5ZV
450	Stomach	P78B	GTEX-P78B-1826-SM-3P5YX
451	Ovary	P78B	GTEX-P78B-1926-SM-3P616
452	Vagina	P78B	GTEX-P78B-2226-SM-3P5ZZ
453	Uterus	P78B	GTEX-P78B-2526-SM-3P5ZY
454	Whole Blood	PLZ4	GTEX-PLZ4-0006-SM-2S1NY
455	Cells - Transformed fibroblasts	PLZ4	GTEX-PLZ4-0008-SM-48TE6
456	Adipose - Subcutaneous	PLZ4	GTEX-PLZ4-0226-SM-2S1NW
457	Lung	PLZ4	GTEX-PLZ4-0726-SM-2TC6Q
458	Muscle - Skeletal	PLZ4	GTEX-PLZ4-0926-SM-2S1OI
459	Thyroid	PLZ4	GTEX-PLZ4-1226-SM-2I5FE
460	Artery - Tibial	PLZ4	GTEX-PLZ4-1326-SM-2S1O7
461	Esophagus - Mucosa	PLZ4	GTEX-PLZ4-1626-SM-3P618
462	Vagina	PLZ4	GTEX-PLZ4-2726-SM-3P61A
463	Ovary	PLZ4	GTEX-PLZ4-2826-SM-3P617
464	Whole Blood	PLZ5	GTEX-PLZ5-0006-SM-2S1NZ
465	Adrenal Gland	PLZ5	GTEX-PLZ5-0326-SM-3P614
466	Artery - Aorta	PLZ5	GTEX-PLZ5-0426-SM-3P612
467	Heart - Left Ventricle	PLZ5	GTEX-PLZ5-0626-SM-2I5F8
468	Lung	PLZ5	GTEX-PLZ5-0726-SM-2I5F9
469	Esophagus - Muscularis	PLZ5	GTEX-PLZ5-0826-SM-3P5ZW
470	Esophagus - Mucosa	PLZ5	GTEX-PLZ5-0926-SM-3TW8L
471	Colon - Transverse	PLZ5	GTEX-PLZ5-1126-SM-3P613
472	Testis	PLZ5	GTEX-PLZ5-1526-SM-3P5ZX
473	Nerve - Tibial	PLZ5	GTEX-PLZ5-1626-SM-3NB21
474	Muscle - Skeletal	PLZ5	GTEX-PLZ5-1726-SM-2I5F6
475	Adipose - Subcutaneous	PLZ5	GTEX-PLZ5-1826-SM-3NB22
476	Skin - Sun Exposed (Lower leg)	PLZ5	GTEX-PLZ5-2026-SM-2S1O4
477	Whole Blood	PLZ6	GTEX-PLZ6-0006-SM-33HBZ
478	Cells - Transformed fibroblasts	PLZ6	GTEX-PLZ6-0008-SM-48TD5
479	Spleen	PLZ6	GTEX-PLZ6-0126-SM-48TC6
480	Adrenal Gland	PLZ6	GTEX-PLZ6-0226-SM-3P61I
481	Artery - Aorta	PLZ6	GTEX-PLZ6-0326-SM-3P61J
482	Lung	PLZ6	GTEX-PLZ6-0426-SM-2I5FG
483	Esophagus - Mucosa	PLZ6	GTEX-PLZ6-0526-SM-3P61C
484	Esophagus - Muscularis	PLZ6	GTEX-PLZ6-0626-SM-3P61B
485	Pancreas	PLZ6	GTEX-PLZ6-0726-SM-3P619
486	Stomach	PLZ6	GTEX-PLZ6-0826-SM-3P61K
487	Colon - Transverse	PLZ6	GTEX-PLZ6-0926-SM-3P5ZQ
488	Prostate	PLZ6	GTEX-PLZ6-1126-SM-3P5ZR
489	Adipose - Subcutaneous	PLZ6	GTEX-PLZ6-1326-SM-3NB24
490	Skin - Sun Exposed (Lower leg)	PLZ6	GTEX-PLZ6-1426-SM-2S1OQ
491	Muscle - Skeletal	PLZ6	GTEX-PLZ6-1526-SM-2S1OC
492	Artery - Tibial	PLZ6	GTEX-PLZ6-1626-SM-3NB23
493	Nerve - Tibial	PLZ6	GTEX-PLZ6-1726-SM-2S1O6
494	Whole Blood	POMQ	GTEX-POMQ-0006-SM-33HBY
495	Cells - Transformed fibroblasts	POMQ	GTEX-POMQ-0008-SM-48TE7
496	Spleen	POMQ	GTEX-POMQ-0126-SM-48TD6
497	Heart - Left Ventricle	POMQ	GTEX-POMQ-0326-SM-2I5FO
498	Artery - Aorta	POMQ	GTEX-POMQ-0426-SM-3P61G
499	Lung	POMQ	GTEX-POMQ-0526-SM-3GADD
500	Esophagus - Muscularis	POMQ	GTEX-POMQ-0626-SM-3P61E
501	Stomach	POMQ	GTEX-POMQ-0826-SM-3P61H
502	Uterus	POMQ	GTEX-POMQ-1226-SM-3P61F
503	Ovary	POMQ	GTEX-POMQ-1426-SM-3P61D
504	Muscle - Skeletal	POMQ	GTEX-POMQ-1926-SM-3NB1Y
505	Nerve - Tibial	POMQ	GTEX-POMQ-2026-SM-2S1OD
506	Artery - Tibial	POMQ	GTEX-POMQ-2126-SM-2S1OJ
507	Whole Blood	POYW	GTEX-POYW-0006-SM-2XCF4
508	Cells - Transformed fibroblasts	POYW	GTEX-POYW-0008-SM-48TE4
509	Nerve - Tibial	POYW	GTEX-POYW-0426-SM-2XCEV
510	Muscle - Skeletal	POYW	GTEX-POYW-0526-SM-2XCEY
511	Adipose - Subcutaneous	POYW	GTEX-POYW-0726-SM-2XCEO
512	Thyroid	POYW	GTEX-POYW-0826-SM-2XCEM
513	Artery - Aorta	POYW	GTEX-POYW-1126-SM-48TCI
514	Lung	POYW	GTEX-POYW-1226-SM-2XCEP
515	Esophagus - Mucosa	POYW	GTEX-POYW-1326-SM-48TCG
516	Whole Blood	PSDG	GTEX-PSDG-0005-SM-3GADC
517	Cells - Transformed fibroblasts	PSDG	GTEX-PSDG-0008-SM-48TE5
518	Skin - Sun Exposed (Lower leg)	PSDG	GTEX-PSDG-0226-SM-33HC1
519	Adipose - Subcutaneous	PSDG	GTEX-PSDG-0326-SM-48TCP
520	Muscle - Skeletal	PSDG	GTEX-PSDG-0426-SM-2S1OF
521	Artery - Tibial	PSDG	GTEX-PSDG-0526-SM-2S1OH
522	Nerve - Tibial	PSDG	GTEX-PSDG-0626-SM-2S1OE
523	Thyroid	PSDG	GTEX-PSDG-0726-SM-2I5FN
524	Artery - Coronary	PSDG	GTEX-PSDG-0826-SM-48TCZ
525	Heart - Left Ventricle	PSDG	GTEX-PSDG-0926-SM-2I5FP
526	Artery - Aorta	PSDG	GTEX-PSDG-1026-SM-48TCV
527	Lung	PSDG	GTEX-PSDG-1126-SM-2S1ON
528	Esophagus - Mucosa	PSDG	GTEX-PSDG-1326-SM-48TD2
529	Esophagus - Muscularis	PSDG	GTEX-PSDG-1426-SM-48TD1
530	Pancreas	PSDG	GTEX-PSDG-1526-SM-48TCY
531	Breast - Mammary Tissue	PSDG	GTEX-PSDG-1626-SM-48TCQ
532	Whole Blood	PVOW	GTEX-PVOW-0006-SM-3NMB8
533	Cells - Transformed fibroblasts	PVOW	GTEX-PVOW-0008-SM-48TE8
534	Brain - Hippocampus	PVOW	GTEX-PVOW-0011-R1A-SM-32PL6
535	Brain - Anterior cingulate cortex (BA24)	PVOW	GTEX-PVOW-0011-R3A-SM-32PKX
536	Brain - Caudate (basal ganglia)	PVOW	GTEX-PVOW-0011-R5A-SM-32PL7
537	Skin - Sun Exposed (Lower leg)	PVOW	GTEX-PVOW-0126-SM-2XCFA
538	Heart - Left Ventricle	PVOW	GTEX-PVOW-0426-SM-2XCF8
539	Nerve - Tibial	PVOW	GTEX-PVOW-0626-SM-2XCF6
540	Artery - Tibial	PVOW	GTEX-PVOW-0726-SM-2XCF5
541	Lung	PVOW	GTEX-PVOW-1026-SM-2XCF9
542	Esophagus - Mucosa	PVOW	GTEX-PVOW-1626-SM-48TC9
543	Brain - Cortex	PVOW	GTEX-PVOW-2526-SM-2XCF7
544	Brain - Cerebellum	PVOW	GTEX-PVOW-2626-SM-32PL8
545	Pituitary	PVOW	GTEX-PVOW-2726-SM-48TCA
546	Whole Blood	PW2O	GTEX-PW2O-0006-SM-2I3DV
547	Cells - Transformed fibroblasts	PW2O	GTEX-PW2O-0008-SM-48TEB
548	Spleen	PW2O	GTEX-PW2O-0126-SM-48TC8
549	Adrenal Gland	PW2O	GTEX-PW2O-0226-SM-48TC7
550	Artery - Aorta	PW2O	GTEX-PW2O-0426-SM-48TCC
551	Lung	PW2O	GTEX-PW2O-0526-SM-2I3DX
552	Pancreas	PW2O	GTEX-PW2O-0826-SM-48TC5
553	Stomach	PW2O	GTEX-PW2O-1226-SM-48TCH
554	Testis	PW2O	GTEX-PW2O-1426-SM-48TCD
555	Muscle - Skeletal	PW2O	GTEX-PW2O-1726-SM-2S1OO
556	Artery - Tibial	PW2O	GTEX-PW2O-1926-SM-2S1OB
557	Whole Blood	PWCY	GTEX-PWCY-0005-SM-33HBP
558	Cells - Transformed fibroblasts	PWCY	GTEX-PWCY-0008-SM-48TE9
559	Adrenal Gland	PWCY	GTEX-PWCY-0226-SM-48TD8
560	Artery - Coronary	PWCY	GTEX-PWCY-0426-SM-48TCW
561	Heart - Left Ventricle	PWCY	GTEX-PWCY-0526-SM-2I3ER
562	Esophagus - Mucosa	PWCY	GTEX-PWCY-0726-SM-48TCS
563	Esophagus - Muscularis	PWCY	GTEX-PWCY-0826-SM-48TCR
564	Stomach	PWCY	GTEX-PWCY-0926-SM-48TD7
565	Colon - Transverse	PWCY	GTEX-PWCY-1026-SM-48TD4
566	Ovary	PWCY	GTEX-PWCY-1326-SM-48TCU
567	Uterus	PWCY	GTEX-PWCY-1426-SM-48TCT
568	Vagina	PWCY	GTEX-PWCY-1726-SM-48TD3
569	Adipose - Subcutaneous	PWCY	GTEX-PWCY-1926-SM-3NB25
570	Nerve - Tibial	PWCY	GTEX-PWCY-2126-SM-48TEC
571	Artery - Tibial	PWCY	GTEX-PWCY-2226-SM-2S1OP
572	Thyroid	PWCY	GTEX-PWCY-2326-SM-2I3EQ
573	Cells - Transformed fibroblasts	PWN1	GTEX-PWN1-0008-SM-48TEA
574	Skin - Sun Exposed (Lower leg)	PWN1	GTEX-PWN1-0126-SM-2I3FK
575	Adipose - Subcutaneous	PWN1	GTEX-PWN1-0226-SM-2S1OZ
576	Esophagus - Mucosa	PWN1	GTEX-PWN1-0626-SM-48TDT
577	Esophagus - Muscularis	PWN1	GTEX-PWN1-0726-SM-48TDR
578	Colon - Transverse	PWN1	GTEX-PWN1-1426-SM-48TDF
579	Stomach	PWN1	GTEX-PWN1-1526-SM-48TDA
580	Muscle - Skeletal	PWN1	GTEX-PWN1-1626-SM-2S1OL
581	Nerve - Tibial	PWN1	GTEX-PWN1-1726-SM-2S1O9
582	Artery - Tibial	PWN1	GTEX-PWN1-1826-SM-2S1PE
583	Uterus	PWN1	GTEX-PWN1-2026-SM-48TD9
584	Ovary	PWN1	GTEX-PWN1-2426-SM-48TDD
585	Vagina	PWN1	GTEX-PWN1-2526-SM-48TDS
586	Thyroid	PWN1	GTEX-PWN1-2626-SM-2I3FH
587	Whole Blood	PWO3	GTEX-PWO3-0005-SM-2I5FS
588	Brain - Hippocampus	PWO3	GTEX-PWO3-0011-R1A-SM-2I5EW
589	Brain - Substantia nigra	PWO3	GTEX-PWO3-0011-R2A-SM-2S1OX
590	Brain - Anterior cingulate cortex (BA24)	PWO3	GTEX-PWO3-0011-R3A-SM-2I5EX
591	Brain - Caudate (basal ganglia)	PWO3	GTEX-PWO3-0011-R5A-SM-2I5EZ
592	Brain - Nucleus accumbens (basal ganglia)	PWO3	GTEX-PWO3-0011-R6A-SM-2I5F3
593	Brain - Hypothalamus	PWO3	GTEX-PWO3-0011-R8A-SM-2I5GD
594	Brain - Cortex	PWO3	GTEX-PWO3-0926-SM-2I5EY
595	Brain - Cerebellum	PWO3	GTEX-PWO3-1026-SM-2I5F2
596	Skin - Sun Exposed (Lower leg)	PWO3	GTEX-PWO3-1526-SM-48TCM
597	Whole Blood	PWOO	GTEX-PWOO-0006-SM-2I3E3
598	Cells - Transformed fibroblasts	PWOO	GTEX-PWOO-0008-SM-48TDU
599	Adrenal Gland	PWOO	GTEX-PWOO-0326-SM-48TDB
600	Artery - Coronary	PWOO	GTEX-PWOO-0426-SM-48TZF
601	Heart - Left Ventricle	PWOO	GTEX-PWOO-0526-SM-2S1Q3
602	Pancreas	PWOO	GTEX-PWOO-0626-SM-48TZH
603	Lung	PWOO	GTEX-PWOO-0726-SM-2I3EB
604	Liver	PWOO	GTEX-PWOO-0826-SM-48TCL
605	Thyroid	PWOO	GTEX-PWOO-0926-SM-2I3EC
606	Esophagus - Muscularis	PWOO	GTEX-PWOO-1026-SM-48TCN
607	Stomach	PWOO	GTEX-PWOO-1226-SM-48TCO
608	Colon - Transverse	PWOO	GTEX-PWOO-1326-SM-48TCJ
609	Uterus	PWOO	GTEX-PWOO-1526-SM-48TCK
610	Vagina	PWOO	GTEX-PWOO-2026-SM-48TDE
611	Adipose - Subcutaneous	PWOO	GTEX-PWOO-2226-SM-2S1P1
612	Muscle - Skeletal	PWOO	GTEX-PWOO-2326-SM-2S1PQ
613	Artery - Tibial	PWOO	GTEX-PWOO-2426-SM-2S1OV
614	Nerve - Tibial	PWOO	GTEX-PWOO-2526-SM-2S1PG
615	Whole Blood	PX3G	GTEX-PX3G-0006-SM-33HBQ
616	Cells - Transformed fibroblasts	PX3G	GTEX-PX3G-0008-SM-48U2L
617	Skin - Sun Exposed (Lower leg)	PX3G	GTEX-PX3G-0126-SM-2I3EN
618	Adipose - Subcutaneous	PX3G	GTEX-PX3G-0226-SM-3NB2C
619	Heart - Left Ventricle	PX3G	GTEX-PX3G-0326-SM-2I3EO
620	Artery - Aorta	PX3G	GTEX-PX3G-0426-SM-48U1C
621	Lung	PX3G	GTEX-PX3G-0526-SM-2I3EM
622	Esophagus - Muscularis	PX3G	GTEX-PX3G-0726-SM-48TZT
623	Liver	PX3G	GTEX-PX3G-0826-SM-48TZS
624	Spleen	PX3G	GTEX-PX3G-0926-SM-48U12
625	Pancreas	PX3G	GTEX-PX3G-1026-SM-48TZW
626	Colon - Transverse	PX3G	GTEX-PX3G-1426-SM-48U1J
627	Stomach	PX3G	GTEX-PX3G-1526-SM-48U11
628	Muscle - Skeletal	PX3G	GTEX-PX3G-1626-SM-2S1PT
629	Uterus	PX3G	GTEX-PX3G-2026-SM-48U1H
630	Ovary	PX3G	GTEX-PX3G-2426-SM-48TZZ
631	Vagina	PX3G	GTEX-PX3G-2526-SM-48TZV
632	Thyroid	PX3G	GTEX-PX3G-2626-SM-2I3EG
633	Artery - Coronary	PX3G	GTEX-PX3G-3026-SM-48TZR
634	Whole Blood	Q2AG	GTEX-Q2AG-0005-SM-33HBX
635	Cells - Transformed fibroblasts	Q2AG	GTEX-Q2AG-0008-SM-48U2K
636	Brain - Frontal Cortex (BA9)	Q2AG	GTEX-Q2AG-0011-R10A-SM-2HMLA
637	Brain - Cerebellar Hemisphere	Q2AG	GTEX-Q2AG-0011-R11A-SM-2HMKZ
638	Brain - Hippocampus	Q2AG	GTEX-Q2AG-0011-R1A-SM-2HMJI
639	Brain - Substantia nigra	Q2AG	GTEX-Q2AG-0011-R2A-SM-2HMIT
640	Brain - Anterior cingulate cortex (BA24)	Q2AG	GTEX-Q2AG-0011-R3A-SM-2HMJ9
641	Brain - Amygdala	Q2AG	GTEX-Q2AG-0011-R4A-SM-2HMKA
642	Brain - Caudate (basal ganglia)	Q2AG	GTEX-Q2AG-0011-R5A-SM-2HMJH
643	Brain - Nucleus accumbens (basal ganglia)	Q2AG	GTEX-Q2AG-0011-R6A-SM-2HML7
644	Brain - Putamen (basal ganglia)	Q2AG	GTEX-Q2AG-0011-R7A-SM-2HMJP
645	Brain - Hypothalamus	Q2AG	GTEX-Q2AG-0011-R8A-SM-2HMK5
646	Brain - Spinal cord (cervical c-1)	Q2AG	GTEX-Q2AG-0011-R9A-SM-2HMJ6
647	Skin - Sun Exposed (Lower leg)	Q2AG	GTEX-Q2AG-0126-SM-33HBV
648	Adipose - Subcutaneous	Q2AG	GTEX-Q2AG-0226-SM-2S1P4
649	Breast - Mammary Tissue	Q2AG	GTEX-Q2AG-0326-SM-48U1O
650	Muscle - Skeletal	Q2AG	GTEX-Q2AG-0426-SM-2S1PU
651	Artery - Tibial	Q2AG	GTEX-Q2AG-0526-SM-2S1PW
652	Nerve - Tibial	Q2AG	GTEX-Q2AG-0626-SM-2S1PV
653	Thyroid	Q2AG	GTEX-Q2AG-0826-SM-2HMKF
654	Artery - Aorta	Q2AG	GTEX-Q2AG-0926-SM-48U1Q
655	Lung	Q2AG	GTEX-Q2AG-1026-SM-33HBW
656	Liver	Q2AG	GTEX-Q2AG-1126-SM-48U1P
657	Esophagus - Muscularis	Q2AG	GTEX-Q2AG-1226-SM-4GICA
658	Brain - Cerebellum	Q2AG	GTEX-Q2AG-2826-SM-2HMJQ
659	Brain - Cortex	Q2AG	GTEX-Q2AG-2926-SM-2HMJ3
660	Pituitary	Q2AG	GTEX-Q2AG-3026-SM-48U1L
661	Whole Blood	Q2AH	GTEX-Q2AH-0005-SM-33HBR
662	Cells - Transformed fibroblasts	Q2AH	GTEX-Q2AH-0008-SM-48U2J
663	Adrenal Gland	Q2AH	GTEX-Q2AH-0126-SM-48U2B
664	Spleen	Q2AH	GTEX-Q2AH-0226-SM-48U1I
665	Artery - Aorta	Q2AH	GTEX-Q2AH-0326-SM-48U1K
666	Lung	Q2AH	GTEX-Q2AH-0426-SM-2I3EP
667	Heart - Left Ventricle	Q2AH	GTEX-Q2AH-0526-SM-2I3ED
668	Artery - Coronary	Q2AH	GTEX-Q2AH-0626-SM-48TZJ
669	Thyroid	Q2AH	GTEX-Q2AH-0726-SM-2I3EA
670	Esophagus - Mucosa	Q2AH	GTEX-Q2AH-0826-SM-48TZN
671	Pancreas	Q2AH	GTEX-Q2AH-0926-SM-48TZK
672	Esophagus - Muscularis	Q2AH	GTEX-Q2AH-1026-SM-48TZI
673	Stomach	Q2AH	GTEX-Q2AH-1126-SM-48TZM
674	Colon - Transverse	Q2AH	GTEX-Q2AH-1226-SM-48TZL
675	Testis	Q2AH	GTEX-Q2AH-1526-SM-48TZG
676	Skin - Sun Exposed (Lower leg)	Q2AH	GTEX-Q2AH-1626-SM-3GAF8
677	Adipose - Subcutaneous	Q2AH	GTEX-Q2AH-1726-SM-3NB2B
678	Muscle - Skeletal	Q2AH	GTEX-Q2AH-1826-SM-2S1Q2
679	Nerve - Tibial	Q2AH	GTEX-Q2AH-1926-SM-2S1PN
680	Artery - Tibial	Q2AH	GTEX-Q2AH-2026-SM-2S1PX
681	Whole Blood	Q2AI	GTEX-Q2AI-0006-SM-2I3FG
682	Cells - Transformed fibroblasts	Q2AI	GTEX-Q2AI-0008-SM-48U2H
683	Adrenal Gland	Q2AI	GTEX-Q2AI-0226-SM-48U1D
684	Thyroid	Q2AI	GTEX-Q2AI-0326-SM-2I3EK
685	Pancreas	Q2AI	GTEX-Q2AI-0426-SM-48U13
686	Lung	Q2AI	GTEX-Q2AI-0526-SM-2I3EJ
687	Esophagus - Mucosa	Q2AI	GTEX-Q2AI-0626-SM-48TZU
688	Stomach	Q2AI	GTEX-Q2AI-0826-SM-48TZO
689	Colon - Transverse	Q2AI	GTEX-Q2AI-0926-SM-48U1F
690	Prostate	Q2AI	GTEX-Q2AI-1126-SM-48U19
691	Testis	Q2AI	GTEX-Q2AI-1226-SM-48U14
692	Skin - Sun Exposed (Lower leg)	Q2AI	GTEX-Q2AI-1326-SM-2S1PL
693	Adipose - Subcutaneous	Q2AI	GTEX-Q2AI-1426-SM-2S1P5
694	Muscle - Skeletal	Q2AI	GTEX-Q2AI-1526-SM-3GIJ3
695	Artery - Tibial	Q2AI	GTEX-Q2AI-1726-SM-2S1PZ
696	Whole Blood	Q734	GTEX-Q734-0006-SM-2I3FJ
697	Cells - Transformed fibroblasts	Q734	GTEX-Q734-0008-SM-48U2I
698	Adrenal Gland	Q734	GTEX-Q734-0126-SM-48U1E
699	Spleen	Q734	GTEX-Q734-0226-SM-48U1A
700	Liver	Q734	GTEX-Q734-0326-SM-48U15
